action: u,states: t,states: v,states: x
-0.231329,18.0,-0.529403,89.4085
-0.00831109,19.0,-0.570456,89.1438
-0.162166,20.0,-0.232004,88.8586
-0.18904,21.0,-0.240408,88.7426
-0.12564,22.0,-0.494833,88.6224
-0.222417,23.0,-0.308912,88.375
-0.265214,24.0,-0.419929,88.2205
-0.274121,25.0,-0.387247,88.0106
0.0505204,26.0,-0.690955,87.8169
-0.194711,27.0,-0.886888,87.4715
-0.27626,28.0,-0.878061,87.028
-0.370022,29.0,-0.58322,86.589
-0.265985,30.0,-1.26047,86.2974
-0.27891,31.0,-1.76046,85.6671
-0.276709,32.0,-2.07771,84.7869
-0.0780501,33.0,-2.6709,83.7481
0.115004,34.0,-2.94644,82.4126
-0.0872784,35.0,-2.94056,80.9394
-0.0202394,36.0,-3.0758,79.4691
0.0433992,37.0,-3.32161,77.9312
0.133566,38.0,-3.51465,76.2704
0.108229,39.0,-3.65675,74.5131
0.0250044,40.0,-3.39768,72.6847
0.105322,41.0,-3.43703,70.9859
0.0943776,42.0,-3.29377,69.2673
0.00643659,43.0,-3.0595,67.6205
0.0799406,44.0,-2.80334,66.0907
0.0149961,45.0,-2.71159,64.689
-0.06707,46.0,-2.34496,63.3332
-0.110039,47.0,-2.06809,62.1608
-0.112438,48.0,-2.02268,61.1267
-0.0724371,49.0,-1.73964,60.1154
-0.127031,50.0,-2.25436,59.2456
-0.252187,51.0,-1.54575,58.1184
-0.256807,52.0,-1.8522,57.3455
-0.239723,53.0,-1.98062,56.4194
0.0112364,54.0,-2.3397,55.4291
-0.103155,55.0,-2.30194,54.2592
0.0313156,56.0,-2.5423,53.1083
-0.097529,57.0,-2.53763,51.8371
-0.133698,58.0,-2.61141,50.5683
0.0831025,59.0,-2.56257,49.2626
-0.084396,60.0,-2.31183,47.9813
-0.00213867,61.0,-2.35395,46.8254
-0.0711827,62.0,-2.23388,45.6484
-0.00714785,63.0,-2.39541,44.5315
0.0772411,64.0,-2.76008,43.3338
0.0264535,65.0,-2.91117,41.9538
0.0818059,66.0,-2.53064,40.4982
0.103402,67.0,-2.62761,39.2328
0.154313,68.0,-2.35063,37.919
0.137428,69.0,-2.1788,36.7437
-0.0319138,70.0,-2.02167,35.6543
0.226998,71.0,-2.24219,34.6435
0.0107737,72.0,-1.92335,33.5224
0.111757,73.0,-2.22494,32.5607
0.0898991,74.0,-2.23328,31.4483
0.281361,75.0,-2.58999,30.3316
0.0942496,76.0,-2.7485,29.0366
0.378896,77.0,-2.70712,27.6624
0.130392,78.0,-2.38889,26.3088
0.282031,79.0,-1.77767,25.1144
0.137586,80.0,-1.59221,24.2255
0.202266,81.0,-1.26788,23.4294
0.0551372,82.0,-0.547479,22.7955
-0.023679,83.0,-0.497812,22.5218
0.0912046,84.0,-0.526392,22.2728
-0.071481,85.0,-0.316633,22.0096
0.0926331,86.0,-0.749457,21.8513
0.0744451,87.0,-0.555694,21.4766
-0.0659394,88.0,-0.433831,21.1988
0.298806,89.0,-0.757829,20.9818
0.0161805,90.0,-0.200461,20.6029
0.168578,91.0,-0.289283,20.5027
-0.0133718,92.0,-0.165512,20.3581
0.0614113,93.0,-0.158475,20.2753
-0.00934792,94.0,-0.0884923,20.1961
-0.0164058,95.0,-0.0802968,20.1518
0.0365906,96.0,-0.264628,20.1117
0.325684,97.0,-0.439923,19.9794
-0.00118852,98.0,-0.544198,19.7594
0.000965834,99.0,-0.0386922,19.4873
0.359984,0.0,-2.3436,17.3531
0.312513,1.0,-2.53965,16.1813
0.335606,2.0,-2.66033,14.9115
-0.0330857,3.0,-2.46366,13.5814
0.323526,4.0,-2.60857,12.3495
0.40211,5.0,-2.39228,11.0452
0.288373,6.0,-2.12546,9.8491
0.289067,7.0,-2.36055,8.78637
0.340987,8.0,-1.95298,7.6061
0.284124,9.0,-1.57444,6.62961
0.383814,10.0,-1.56362,5.84239
0.275076,11.0,-1.16965,5.06058
0.33744,12.0,-1.03202,4.47575
0.424631,13.0,-0.979321,3.95975
0.393671,14.0,-0.953087,3.47008
0.276924,15.0,-0.875952,2.99354
0.293828,16.0,-0.897247,2.55557
0.172679,17.0,-0.205206,2.10694
0.336406,18.0,0.275205,2.00434
0.224549,19.0,0.882935,2.14194
0.313729,20.0,0.793458,2.58341
0.334928,21.0,0.727801,2.98014
0.248853,22.0,0.853547,3.34404
0.292476,23.0,0.96477,3.77081
0.237427,24.0,0.86797,4.2532
0.152135,25.0,0.960059,4.68718
0.295105,26.0,1.23208,5.16721
0.16384,27.0,1.53808,5.78325
0.142095,28.0,1.77069,6.55229
0.180672,29.0,2.09944,7.43763
0.244732,30.0,2.22131,8.48735
0.278729,31.0,2.0631,9.59801
0.201149,32.0,1.92249,10.6296
0.283705,33.0,1.77956,11.5908
0.299711,34.0,1.95691,12.4806
0.308233,35.0,2.18084,13.459
0.318514,36.0,2.4801,14.5495
0.256817,37.0,2.40034,15.7895
0.336522,38.0,2.42331,16.9897
0.179243,39.0,2.60585,18.2013
0.359049,40.0,2.44842,19.5043
0.210331,41.0,2.5423,20.7285
0.309239,42.0,2.52761,21.9996
0.152259,43.0,2.61273,23.2634
0.194047,44.0,2.76109,24.5698
0.35441,45.0,2.91644,25.9503
0.269207,46.0,3.3329,27.4086
0.192275,47.0,3.77661,29.075
0.242046,48.0,3.94041,30.9633
0.172813,49.0,3.56347,32.9335
0.203705,50.0,3.66227,34.7153
0.238874,51.0,3.79729,36.5464
0.113694,52.0,3.83233,38.445
0.00729287,53.0,3.81676,40.3612
0.108726,54.0,3.95862,42.2696
-0.0194541,55.0,3.97821,44.2489
0.229554,56.0,3.72216,46.238
0.168043,57.0,3.68308,48.0991
0.185713,58.0,3.56446,49.9406
0.130995,59.0,3.52951,51.7228
-0.0197613,60.0,3.64132,53.4876
0.081905,61.0,3.63851,55.3083
0.0970666,62.0,3.87562,57.1275
-0.0120269,63.0,3.94329,59.0653
-0.168101,64.0,4.30062,61.037
-0.177808,65.0,3.9625,63.1873
-0.0191236,66.0,4.00821,65.1685
-0.248165,67.0,4.08034,67.1726
-0.0947654,68.0,3.95487,69.2128
-0.147509,69.0,3.8117,71.1902
-0.151602,70.0,3.79685,73.0961
-0.130646,71.0,3.68724,74.9945
-0.306809,72.0,3.94951,76.8382
-0.291718,73.0,3.51885,78.8129
-0.285786,74.0,3.54085,80.5723
-0.234176,75.0,3.57631,82.3428
-0.356575,76.0,3.47656,84.1309
-0.280302,77.0,3.49161,85.8692
-0.280632,78.0,3.25389,87.615
-0.287571,79.0,3.08709,89.2419
-0.291366,80.0,2.83506,90.7855
-0.237763,81.0,2.7471,92.203
-0.389948,82.0,2.66911,93.5766
-0.228653,83.0,2.19941,94.9111
-0.346176,84.0,1.78298,96.0108
-0.192139,85.0,1.61618,96.9023
-0.242243,86.0,1.5472,97.7104
-0.199843,87.0,1.50435,98.484
-0.448047,88.0,1.12859,99.2362
-0.147864,89.0,0.806696,99.8005
-0.335783,90.0,0.657983,100.204
-0.405629,91.0,0.481059,100.533
-0.441142,92.0,0.277305,100.773
-0.373522,93.0,-0.246097,100.912
-0.384369,94.0,-0.276303,100.789
-0.0928198,95.0,-0.422828,100.651
-0.557639,96.0,-0.202696,100.439
-0.386791,97.0,-0.70321,100.338
7.15256e-07,98.0,-0.982357,99.9864
-0.000653803,99.0,-1.21601,99.4953
-0.028284,0.0,-0.217135,38.0472
-0.176907,1.0,-0.448386,37.9386
-0.0618584,2.0,-0.118359,37.7144
0.000461459,3.0,0.078053,37.6553
-0.144662,4.0,-0.157194,37.6943
-0.0693828,5.0,-0.329489,37.6157
-0.0139509,6.0,-0.0997927,37.4509
-0.180787,7.0,-0.627901,37.401
-0.00946254,8.0,-1.0242,37.0871
-0.0035879,9.0,-1.35027,36.575
-0.0224537,10.0,-1.53528,35.8999
0.0543916,11.0,-1.08808,35.1322
-0.0684369,12.0,-0.947986,34.5882
-0.00353914,13.0,-0.942691,34.1142
-0.0275558,14.0,-1.13424,33.6428
-0.0219182,15.0,-1.2384,33.0757
0.00285649,16.0,-1.64395,32.4565
0.0563725,17.0,-1.69948,31.6346
0.101488,18.0,-1.81433,30.7848
-0.0858681,19.0,-1.794,29.8777
0.0700142,20.0,-1.68126,28.9807
-0.0229684,21.0,-1.52447,28.14
-0.0319458,22.0,-1.27299,27.3778
0.0219371,23.0,-1.20776,26.7413
0.048456,24.0,-1.48475,26.1374
-0.0697353,25.0,-1.40274,25.395
-0.0733824,26.0,-1.30344,24.6937
0.0573704,27.0,-1.52444,24.042
0.0498525,28.0,-1.18337,23.2797
0.00694025,29.0,-1.1451,22.688
-0.0493873,30.0,-1.03567,22.1155
-0.0678783,31.0,-0.910936,21.5977
0.00255418,32.0,-0.75171,21.1422
-0.0458019,33.0,-0.642175,20.7663
-0.0392953,34.0,-1.04053,20.4453
-0.00837034,35.0,-1.37501,19.925
0.0348066,36.0,-1.4296,19.2375
-0.0426643,37.0,-1.71038,18.5227
-0.00842565,38.0,-1.85655,17.6675
0.0769658,39.0,-1.85413,16.7392
0.0805153,40.0,-1.65813,15.8121
-0.0191705,41.0,-1.73095,14.9831
-0.0386397,42.0,-1.92492,14.1176
-0.0534086,43.0,-2.18883,13.1551
0.121616,44.0,-2.0757,12.0607
0.124904,45.0,-2.11552,11.0229
0.090017,46.0,-2.16682,9.96512
0.102395,47.0,-2.11229,8.88171
0.0960139,48.0,-1.94398,7.82557
0.00290251,49.0,-2.1666,6.85357
-0.0111396,50.0,-2.24138,5.77028
-0.00106055,51.0,-2.29372,4.64959
0.222121,52.0,-2.22969,3.50273
0.0213102,53.0,-2.05104,2.38788
0.151536,54.0,-2.12645,1.36236
0.13351,55.0,-1.69772,0.299138
0.00772393,56.0,-1.79382,-0.549723
0.180435,57.0,-1.62703,-1.44663
-0.0527746,58.0,-1.37832,-2.26015
-0.0772029,59.0,-0.986767,-2.94931
-0.0511659,60.0,-1.11063,-3.44269
0.0452541,61.0,-0.971716,-3.99801
0.0640222,62.0,-1.03821,-4.48387
0.0238905,63.0,-1.06463,-5.00297
-0.0376083,64.0,-1.1963,-5.53529
-0.00633115,65.0,-1.47729,-6.13344
-0.0459011,66.0,-1.09902,-6.87208
-0.0140924,67.0,-0.830867,-7.4216
-0.0142809,68.0,-1.08437,-7.83703
-0.0264872,69.0,-0.781399,-8.37921
0.103114,70.0,-0.940212,-8.76991
-0.014543,71.0,-1.17035,-9.24002
0.0689024,72.0,-1.4511,-9.8252
0.119715,73.0,-1.60789,-10.5507
0.200054,74.0,-1.35247,-11.3547
0.225093,75.0,-1.24057,-12.0309
0.178702,76.0,-0.912733,-12.6512
0.137283,77.0,-0.670179,-13.1076
-0.0913776,78.0,-1.11147,-13.4427
0.00601518,79.0,-1.16401,-13.9984
0.145052,80.0,-1.18528,-14.5804
0.237849,81.0,-1.54554,-15.173
0.382116,82.0,-1.89633,-15.9458
0.138946,83.0,-1.59045,-16.894
0.434805,84.0,-1.61217,-17.6892
0.489673,85.0,-1.4473,-18.4953
0.549452,86.0,-1.17752,-19.2189
0.413997,87.0,-1.27574,-19.8077
0.556619,88.0,-1.05134,-20.4456
0.336198,89.0,-0.782433,-20.9712
0.515388,90.0,-0.988419,-21.3624
0.516471,91.0,-0.380298,-21.8567
0.466766,92.0,-0.0457816,-22.0468
0.465766,93.0,0.190208,-22.0697
0.519738,94.0,0.407527,-21.9746
0.467594,95.0,0.375376,-21.7708
0.0952402,96.0,0.59241,-21.5831
0.461667,97.0,0.923274,-21.2869
0.0195647,98.0,1.20155,-20.8253
-0.0122625,99.0,1.07943,-20.2245
0.371517,0.0,1.04082,-173.796
0.407031,1.0,1.39281,-173.276
0.270787,2.0,1.70988,-172.579
0.424495,3.0,1.78848,-171.724
0.331208,4.0,1.90983,-170.83
0.417547,5.0,2.04541,-169.875
0.292631,6.0,2.2986,-168.852
0.455042,7.0,2.46515,-167.703
0.399582,8.0,3.05648,-166.47
0.191072,9.0,3.09259,-164.942
0.402299,10.0,2.87819,-163.396
0.358982,11.0,3.1508,-161.957
0.245673,12.0,3.12986,-160.381
0.272797,13.0,3.24724,-158.816
0.372233,14.0,3.45081,-157.193
0.236211,15.0,3.73289,-155.467
0.413368,16.0,3.62536,-153.601
0.434847,17.0,3.93352,-151.788
0.329795,18.0,3.83014,-149.822
0.411274,19.0,3.95317,-147.907
0.24387,20.0,3.90253,-145.93
0.369985,21.0,4.01659,-143.979
0.326128,22.0,4.27577,-141.97
0.24881,23.0,3.68776,-139.833
0.305753,24.0,4.29029,-137.989
0.252131,25.0,4.65176,-135.843
0.378872,26.0,4.73519,-133.518
0.403778,27.0,4.56442,-131.15
0.403131,28.0,4.64082,-128.868
0.344238,29.0,5.21417,-126.547
0.327278,30.0,5.43454,-123.94
0.286554,31.0,5.65785,-121.223
0.229199,32.0,5.77459,-118.394
0.348985,33.0,5.74881,-115.507
0.12611,34.0,6.40518,-112.632
0.274432,35.0,6.13024,-109.43
0.127753,36.0,6.36862,-106.365
0.169053,37.0,6.16935,-103.18
0.120009,38.0,6.39676,-100.096
0.145765,39.0,6.33889,-96.8973
0.185344,40.0,6.11581,-93.7279
0.112297,41.0,6.14729,-90.67
0.0735488,42.0,6.70668,-87.5963
-0.133403,43.0,7.049,-84.243
-0.148731,44.0,7.1773,-80.7185
-0.0123832,45.0,7.03989,-77.1298
-0.0838853,46.0,7.01358,-73.6099
-0.0476498,47.0,6.99624,-70.1031
-0.276399,48.0,7.21769,-66.605
-0.107219,49.0,6.79463,-62.9961
-0.166381,50.0,6.92523,-59.5988
-0.185724,51.0,6.55384,-56.1362
-0.296965,52.0,6.65742,-52.8593
-0.201423,53.0,6.95664,-49.5306
-0.384864,54.0,7.03189,-46.0522
-0.227741,55.0,6.41848,-42.5363
-0.320446,56.0,6.52387,-39.3271
-0.294677,57.0,6.18501,-36.0651
-0.335545,58.0,6.34258,-32.9726
-0.428208,59.0,6.44889,-29.8013
-0.333864,60.0,6.35412,-26.5769
-0.339936,61.0,5.86324,-23.3998
-0.255225,62.0,6.23153,-20.4682
-0.469778,63.0,6.27294,-17.3524
-0.415411,64.0,6.32249,-14.216
-0.496536,65.0,6.12037,-11.0547
-0.306745,66.0,5.74687,-7.99455
-0.363483,67.0,5.38297,-5.12111
-0.38532,68.0,4.89494,-2.42963
-0.411439,69.0,4.9669,0.017844
-0.313231,70.0,4.57296,2.5013
-0.316007,71.0,4.86261,4.78778
-0.288562,72.0,4.66262,7.21908
-0.331553,73.0,4.27425,9.55039
-0.359064,74.0,4.28545,11.6875
-0.411456,75.0,4.3537,13.8302
-0.322804,76.0,4.11307,16.0071
-0.436303,77.0,4.16363,18.0636
-0.410832,78.0,3.86983,20.1454
-0.428362,79.0,3.0634,22.0804
-0.34772,80.0,2.66478,23.6121
-0.404123,81.0,2.49848,24.9444
-0.554769,82.0,2.36007,26.1937
-0.428656,83.0,2.15065,27.3737
-0.440772,84.0,2.15251,28.449
-0.555096,85.0,1.54135,29.5253
-0.501268,86.0,1.44244,30.296
-0.49711,87.0,1.2236,31.0172
-0.486587,88.0,0.996362,31.629
-0.477613,89.0,0.890086,32.1272
-0.441866,90.0,0.680888,32.5722
-0.454502,91.0,0.805782,32.9127
-0.533901,92.0,0.576389,33.3155
-0.526458,93.0,0.147918,33.6037
-0.423704,94.0,-0.0541264,33.6777
-0.362959,95.0,-0.510404,33.6506
-0.608206,96.0,-0.428003,33.3954
-0.328233,97.0,-0.807699,33.1814
0.0191169,98.0,-0.97854,32.7776
0.0261426,99.0,-0.721535,32.2883
-0.101675,0.0,0.566275,38.1866
-0.0619878,1.0,0.505503,38.4698
-0.18267,2.0,0.633984,38.7225
0.0463763,3.0,0.295278,39.0395
0.00716972,4.0,0.525854,39.1871
-0.08868,5.0,0.45249,39.4501
-0.0563996,6.0,0.832258,39.6763
-0.0978889,7.0,0.834889,40.0924
-0.194597,8.0,0.922152,40.5099
-0.0866629,9.0,1.04962,40.971
-0.0274575,10.0,0.448282,41.4958
-0.00268239,11.0,0.42539,41.7199
-0.108072,12.0,0.101903,41.9326
-0.0984957,13.0,0.100808,41.9836
-0.157271,14.0,0.317128,42.034
-0.0811941,15.0,0.223014,42.1925
-0.116393,16.0,0.29606,42.304
-0.129577,17.0,0.234974,42.4521
-0.137785,18.0,0.214377,42.5696
0.0558158,19.0,0.23868,42.6768
-0.119314,20.0,0.145575,42.7961
-0.0591472,21.0,0.496284,42.8689
0.00893736,22.0,0.481807,43.117
-0.0991868,23.0,0.345164,43.3579
-0.0859106,24.0,-0.0141734,43.5305
-0.111116,25.0,-0.44431,43.5234
-0.0181153,26.0,-0.585586,43.3013
-0.0858048,27.0,-0.502953,43.0085
-0.0475333,28.0,-0.714828,42.757
-0.00557894,29.0,-0.91714,42.3996
-0.0420293,30.0,-0.856473,41.941
0.0146537,31.0,-0.524691,41.5128
0.0195949,32.0,-0.654081,41.2504
-0.151661,33.0,-0.511131,40.9234
-0.0639481,34.0,-0.3374,40.6678
-0.150741,35.0,-0.299054,40.4991
-0.167202,36.0,-0.523912,40.3496
-0.0883248,37.0,-0.442197,40.0876
0.0644543,38.0,-1.00212,39.8665
0.0239232,39.0,-0.491217,39.3655
-0.0459233,40.0,-0.135518,39.1199
-0.139188,41.0,-0.25311,39.0521
-0.0188257,42.0,-0.651351,38.9255
0.0146867,43.0,-0.669314,38.5999
-0.0165719,44.0,-0.873138,38.2652
-0.032894,45.0,-1.1983,37.8286
0.0847256,46.0,-1.10817,37.2295
-0.0768754,47.0,-0.981343,36.6754
0.042827,48.0,-1.0255,36.1847
0.0851738,49.0,-1.19602,35.672
-0.0879483,50.0,-1.20093,35.074
0.139513,51.0,-1.35691,34.4735
-0.0531496,52.0,-1.38276,33.7951
0.142519,53.0,-1.28793,33.1037
0.0606586,54.0,-1.11771,32.4597
0.105017,55.0,-1.05949,31.9009
0.0415614,56.0,-0.880049,31.3711
-0.05109,57.0,-1.12,30.9311
0.0273895,58.0,-1.11811,30.3711
0.10305,59.0,-1.17225,29.812
0.0114403,60.0,-1.17708,29.2259
0.0786201,61.0,-1.17119,28.6374
0.144579,62.0,-1.48295,28.0518
0.139584,63.0,-1.37877,27.3103
0.0814329,64.0,-1.37652,26.6209
0.157211,65.0,-1.40174,25.9327
0.113163,66.0,-1.29636,25.2318
0.0537683,67.0,-1.51651,24.5836
0.139379,68.0,-1.27953,23.8254
0.115183,69.0,-1.25922,23.1856
0.157824,70.0,-1.51857,22.556
0.15184,71.0,-1.50312,21.7967
0.234669,72.0,-1.27619,21.0451
0.255413,73.0,-1.03964,20.407
0.142776,74.0,-0.632881,19.8872
0.183493,75.0,-0.618697,19.5708
0.213529,76.0,-0.412144,19.2614
0.131746,77.0,-0.185159,19.0554
0.161955,78.0,-0.399032,18.9628
0.220685,79.0,-0.495315,18.7633
0.176687,80.0,-0.482251,18.5156
0.293861,81.0,-0.41244,18.2745
0.0337205,82.0,-0.270111,18.0683
0.0473664,83.0,-0.435487,17.9332
0.165165,84.0,-0.550961,17.7155
0.336942,85.0,-0.536415,17.44
0.375667,86.0,-0.395883,17.1718
0.207862,87.0,-0.0271785,16.9738
0.378886,88.0,-0.257438,16.9602
0.309988,89.0,-0.0428091,16.8315
0.24694,90.0,-0.365635,16.8101
0.524508,91.0,-0.178606,16.6273
0.38994,92.0,0.120868,16.538
0.39597,93.0,0.314008,16.5984
0.52956,94.0,0.214264,16.7554
0.513916,95.0,0.380367,16.8626
0.461435,96.0,-0.145326,17.0528
0.145384,97.0,0.0608065,16.9801
0.00564861,98.0,0.250399,17.0105
-0.00602573,99.0,0.614357,17.1357
0.299651,0.0,-0.590972,-90.2246
0.363659,1.0,-0.240282,-90.5201
0.330733,2.0,-0.196987,-90.6402
0.197863,3.0,0.102127,-90.7387
0.324361,4.0,0.340401,-90.6877
0.300757,5.0,0.583253,-90.5175
0.321103,6.0,0.933206,-90.2258
0.27106,7.0,1.44529,-89.7592
0.237146,8.0,1.58895,-89.0366
0.183495,9.0,1.50903,-88.2421
0.27149,10.0,1.89248,-87.4876
0.184038,11.0,2.12232,-86.5414
0.27681,12.0,1.91179,-85.4802
0.193923,13.0,1.94371,-84.5243
0.131253,14.0,2.16566,-83.5524
0.186498,15.0,2.21797,-82.4696
0.237111,16.0,2.41035,-81.3606
0.174156,17.0,3.09985,-80.1554
0.123802,18.0,2.67215,-78.6055
0.139441,19.0,2.779,-77.2695
0.18815,20.0,2.95114,-75.88
0.19929,21.0,3.25865,-74.4044
0.205148,22.0,3.15218,-72.7751
0.128915,23.0,2.78756,-71.199
0.088534,24.0,2.89182,-69.8052
0.258454,25.0,2.89867,-68.3593
0.0906242,26.0,2.79147,-66.91
0.0647349,27.0,3.03689,-65.5142
0.125578,28.0,3.01309,-63.9958
0.136411,29.0,2.96157,-62.4892
0.0932208,30.0,2.92047,-61.0084
0.164295,31.0,2.65167,-59.5482
0.154537,32.0,3.0087,-58.2224
0.104363,33.0,2.91607,-56.718
0.195863,34.0,3.16117,-55.26
0.196451,35.0,3.18988,-53.6794
0.19015,36.0,3.46876,-52.0844
0.199973,37.0,3.56926,-50.3501
0.0486913,38.0,4.04392,-48.5654
0.0164733,39.0,4.1454,-46.5435
0.0166748,40.0,4.16417,-44.4708
-0.156208,41.0,4.47405,-42.3887
-0.12988,42.0,4.62008,-40.1517
-0.191506,43.0,4.54771,-37.8416
-0.176679,44.0,4.52503,-35.5678
-0.0254281,45.0,4.1686,-33.3053
-0.112049,46.0,3.94273,-31.221
0.138573,47.0,3.1731,-29.2496
0.0310768,48.0,3.28833,-27.663
0.139097,49.0,3.11141,-26.0189
-0.133887,50.0,3.31404,-24.4632
-0.0153691,51.0,3.08919,-22.8062
-0.0903059,52.0,3.30347,-21.2616
0.0250829,53.0,3.02409,-19.6098
0.159136,54.0,2.63823,-18.0978
-0.0957689,55.0,2.90916,-16.7787
-0.0420733,56.0,2.78014,-15.3241
-0.0282292,57.0,2.71146,-13.934
0.040591,58.0,2.68644,-12.5783
0.0877562,59.0,2.8052,-11.2351
0.042523,60.0,2.94676,-9.83247
0.0292392,61.0,2.98612,-8.35909
-0.0136628,62.0,3.23636,-6.86602
-0.187029,63.0,3.07607,-5.24785
-0.143622,64.0,3.33607,-3.70981
-0.172101,65.0,3.40026,-2.04178
-0.324383,66.0,3.2245,-0.341646
-0.27204,67.0,3.30317,1.2706
-0.252645,68.0,3.49257,2.92219
-0.32869,69.0,3.39914,4.66848
-0.255024,70.0,3.12378,6.36805
-0.33664,71.0,3.2043,7.92994
-0.116631,72.0,2.95118,9.53209
-0.258158,73.0,2.93356,11.0077
-0.280352,74.0,2.91018,12.4745
-0.267173,75.0,2.80013,13.9295
-0.399867,76.0,2.85633,15.3296
-0.420328,77.0,2.36462,16.7578
-0.290958,78.0,1.76703,17.9401
-0.181047,79.0,1.51943,18.8236
-0.0321267,80.0,1.18887,19.5833
-0.340718,81.0,1.13954,20.1778
-0.226114,82.0,1.12074,20.7475
-0.365511,83.0,0.96566,21.3079
-0.207003,84.0,0.854261,21.7907
-0.241942,85.0,0.537022,22.2179
-0.185584,86.0,0.0147349,22.4864
-0.250445,87.0,-0.189244,22.4937
-0.222441,88.0,0.14033,22.3991
-0.351152,89.0,0.114504,22.4693
-0.0410323,90.0,-0.280245,22.5265
-0.363222,91.0,0.145543,22.3864
-0.396473,92.0,-0.0232423,22.4592
-0.114258,93.0,-0.0697548,22.4476
-0.513092,94.0,-0.136939,22.4127
-0.443517,95.0,-0.390542,22.3442
-0.391409,96.0,-0.458925,22.1489
-0.542459,97.0,-0.705308,21.9195
-0.00331777,98.0,-0.986501,21.5668
0.00186515,99.0,-0.624922,21.0736
-0.0529488,0.0,-0.0772187,-18.9469
0.0276004,1.0,-0.210365,-18.9855
0.0218164,2.0,-0.390785,-19.0907
0.141261,3.0,-0.519266,-19.2861
0.102545,4.0,-0.728845,-19.5457
0.207333,5.0,-0.932302,-19.9102
0.0736862,6.0,-1.02607,-20.3763
-0.0135788,7.0,-1.326,-20.8893
0.0199999,8.0,-1.10587,-21.5523
0.177112,9.0,-1.51683,-22.1053
-0.0829458,10.0,-1.10773,-22.8637
0.123833,11.0,-0.974967,-23.4176
0.163246,12.0,-0.597974,-23.905
0.220533,13.0,-0.745295,-24.204
0.187234,14.0,-0.313813,-24.5767
0.0859734,15.0,-0.2601,-24.7336
0.0131729,16.0,0.073725,-24.8636
-0.0811386,17.0,0.0902663,-24.8268
0.197875,18.0,0.0536885,-24.7816
0.103049,19.0,0.0819181,-24.7548
0.278349,20.0,-0.455379,-24.7138
0.191842,21.0,-0.53533,-24.9415
0.242131,22.0,-0.329229,-25.2092
0.195718,23.0,-0.0599064,-25.3738
0.179704,24.0,-0.256261,-25.4038
0.258811,25.0,-0.0715184,-25.5319
0.152673,26.0,-0.136173,-25.5676
0.113509,27.0,0.454934,-25.6357
0.00153959,28.0,0.382077,-25.4083
0.269749,29.0,0.0425924,-25.2172
0.18046,30.0,0.404602,-25.1959
0.149983,31.0,0.26656,-24.9936
0.122092,32.0,0.284068,-24.8604
0.157844,33.0,0.370709,-24.7183
0.146048,34.0,0.0615412,-24.533
0.136994,35.0,-0.133753,-24.5022
0.236117,36.0,0.287538,-24.5691
0.165102,37.0,0.256463,-24.4253
0.311657,38.0,0.348701,-24.2971
0.262981,39.0,0.331391,-24.1227
0.163166,40.0,0.3765,-23.957
0.24973,41.0,0.584432,-23.7688
0.274542,42.0,0.203014,-23.4766
0.243246,43.0,0.352078,-23.3751
0.237367,44.0,0.721315,-23.199
0.129561,45.0,0.386575,-22.8384
0.271416,46.0,0.223731,-22.6451
0.112533,47.0,0.161474,-22.5332
0.165344,48.0,0.49467,-22.4525
0.296029,49.0,0.509398,-22.2051
0.339943,50.0,0.104681,-21.9504
0.315107,51.0,0.143076,-21.8981
0.263139,52.0,0.39564,-21.8266
0.364066,53.0,0.526848,-21.6287
0.277932,54.0,0.872177,-21.3653
0.180192,55.0,0.730923,-20.9292
0.275976,56.0,0.803631,-20.5638
0.253426,57.0,0.857378,-20.1619
0.385127,58.0,0.671689,-19.7333
0.343994,59.0,0.619126,-19.3974
0.375144,60.0,0.349468,-19.0878
0.33443,61.0,0.520863,-18.9131
0.399996,62.0,0.769733,-18.6527
0.436319,63.0,1.04887,-18.2678
0.339364,64.0,1.36452,-17.7434
0.379762,65.0,2.10468,-17.0611
0.27599,66.0,2.82236,-16.0088
0.251705,67.0,3.06042,-14.5976
0.184817,68.0,3.38009,-13.0674
0.0398904,69.0,3.16228,-11.3773
0.0988829,70.0,2.90407,-9.79621
0.0537162,71.0,3.23949,-8.34417
0.148476,72.0,3.0847,-6.72443
-0.0134206,73.0,3.2645,-5.18208
-0.0928781,74.0,3.42145,-3.54983
0.0120335,75.0,3.18718,-1.8391
-0.20785,76.0,3.37087,-0.245511
-0.140877,77.0,3.08478,1.43992
-0.124878,78.0,2.85349,2.98231
-0.136456,79.0,2.84092,4.40906
-0.0854357,80.0,2.75971,5.82952
-0.186422,81.0,2.67204,7.20937
-0.15467,82.0,2.62759,8.54539
-0.248792,83.0,2.84452,9.85919
-0.378814,84.0,2.79257,11.2815
-0.255598,85.0,2.24316,12.6777
-0.162785,86.0,1.96745,13.7993
-0.287374,87.0,1.8728,14.783
-0.21275,88.0,1.5801,15.7194
-0.26022,89.0,1.70031,16.5095
-0.279771,90.0,1.15385,17.3596
-0.137785,91.0,0.95196,17.9366
0.104038,92.0,0.530209,18.4126
-0.150918,93.0,0.824776,18.6777
-0.467298,94.0,1.1358,19.09
-0.247364,95.0,1.17423,19.6579
-0.500626,96.0,0.956839,20.2451
-0.34848,97.0,0.948302,20.7235
0.00488973,98.0,0.980848,21.1976
0.00258017,99.0,0.906166,21.6881
0.267253,0.0,-0.560234,-32.505
0.21854,1.0,-0.0802614,-32.7851
